yr to habitable,yr to life,yr to complex,yr intelligence,yr culture,yr tech,tech lifespan,mass extinction,yr star life,life?
1930652442,856504006,1044984629,249839831,18646919,188720,5,3539943537,0,0
1976067293,1049721577,1079649930,200723510,8051545,148653,221,3904421697,0,0
1924797873,858088196,686947558,182050666,22416985,160600,7497,2912647147,49203798130,0
634076592,1020208285,1077664843,183189422,14590293,218878,2837,3272376461,0,0
2688534577,869035205,972512021,197109724,15338195,224327,93,3623326920,0,0
2250049312,1212802623,1181079045,204035587,24009347,165142,49,3300749103,0,0
1758259270,668699272,609591981,272309629,23217323,249190,2783,3666961534,0,0
1695367581,1321837865,856783755,109310665,23565192,189695,1513,3701818024,0,0
2326487097,1265808053,1204886598,198523561,20564640,205316,125,4504191604,0,0
1831402561,982129175,978380395,178904243,21099310,224368,810,3447404915,0,0
1293857296,1356548781,794853493,225759785,14493803,201194,73,3931427789,7533306041,1
2637657567,1167425453,1008589676,159293756,21654313,152898,3,3996315660,0,0
2184068818,806545282,1123038871,178200402,22016955,190458,110,3931994780,0,0
2568147895,883969722,849550663,149502041,17819529,187083,464,4417309396,0,0
2573547258,808137962,1441041679,192414840,22304783,263275,26,3699771332,0,0
1998198987,956607861,1102032783,135372455,16858077,210262,0,3685185194,0,0
1502855051,1392110323,1059979184,206720230,19490469,235535,323,3852088451,0,0
1473276996,1167417374,893051342,210903010,19368458,148610,19,3842754577,0,0
2337561474,1042686783,657016106,186043829,13460471,184295,208,3892057459,0,0
1995714971,1099331240,1200034028,209638132,16912000,259526,3142,3311588396,0,0
2321984073,993955175,707058723,145378117,25560170,198659,43,4043351850,0,0
1708624212,1174630313,839849187,236943312,19883483,177104,17610,2881334417,0,0
2478982896,938760261,874869929,220591690,17401015,278758,116,3190061119,0,0
2168835534,735992550,870141626,206862067,17355199,275543,329,3233552265,0,0
2359268452,903309975,668442782,217404001,21709558,270962,6,3466564799,0,0
1780847459,892838197,814078708,196108614,23607534,199281,64,3539967757,0,0
2305811021,625455195,949069217,212751154,20553797,196900,1235,3746177852,0,0
1605635910,1016600250,707268568,197119126,20593795,174469,112,4169205050,0,0
1951338399,631624971,1316221628,223076585,25145185,220001,11575,2961588777,0,0
1606658008,582931356,1031055262,239444909,20476757,191409,78,3200856529,0,0
1631807732,1058244192,857742230,205731609,18329197,312357,10982,3864297097,64244384495,1
2352064448,680063720,1081594939,202582103,19852730,134101,562,3566756590,0,0
2256662685,1000834740,831316657,234917617,16600539,177726,5381,4658407821,41015410240,1
2005890725,971262636,869335816,158972536,25662009,235783,5074,4161054468,9295336118,1
1652108070,1179183854,1071393641,207748040,18214772,212788,56,3497761110,0,0
1190113646,1095326492,922289304,217964596,10603053,251650,1418,3747801449,0,0
2263622696,1157707423,856454265,250315164,20114537,248337,2041,4444819576,0,0
2605175621,1142178418,975638037,210666230,16353554,164479,26,3489670799,0,0
2470064487,915927754,1101027126,276073002,19076465,231094,5620,3324713874,0,0
1867154569,1511652209,1072285002,195848927,17787888,133684,0,3238572707,0,0
2144951122,680172701,687799312,180122329,22411428,190730,151,4091673083,0,0
2146618133,1104407955,1016120427,222626998,19552010,233836,1504,5059532554,138092230921,1
1940607864,861657241,926890608,163063662,21019779,196616,4554,3847352223,0,0
1740326632,997592259,723094900,216401463,21436320,257054,1798,4149928082,0,0
2301163480,679199222,1310390626,203579349,18344093,217691,437,3659507328,0,0
1827597026,987884011,776681475,204956900,21494916,217738,1050,4226153572,0,0
2236928272,683136561,851681293,240412029,12318227,210708,57,4784007931,0,0
1979009561,1162705597,914433469,221121755,13143655,171405,1992,3496477404,0,0
1728932376,991008273,1249673541,172757184,17981310,196240,24355,3899812818,0,0
1370618386,1310378133,1094287844,258920334,12235156,279817,231,3372005653,0,0
941266041,872351939,1091292920,168378220,24186604,162783,180,4059812235,0,0
1818861705,1098426027,1122698916,190061053,17298675,250979,19468,3564083771,0,0
1580412817,840890901,1094215181,247067412,16836594,251193,6011,3377561175,0,0
1993476030,894126269,834302361,183399122,15134056,216543,204,2975867436,0,0
2698833079,755062097,1406202729,197010764,24890774,118510,44,4171646986,0,0
2106152619,865690045,1029082905,205887350,10426578,203592,4084,4234872837,0,0
2486078508,679505153,1092961251,157237885,12559888,180802,527,3945000607,0,0
1830035538,819904265,1019290005,219057448,16357110,278808,184,3977000088,0,0
1902255055,1080475641,756538797,215317015,25490570,204477,591,2908354811,107169886086,0
2618765331,991251805,1016377533,231650028,24010523,236557,58,4428226961,4779437426,0
2315824277,817910474,1035823613,204844619,20326750,204595,0,3370023167,0,0
1918526277,966637167,1033219324,137493028,17055865,148161,3373,2977718361,0,0
1819272589,972139092,1104271471,222603062,22153033,177239,1182,3791854636,0,0
2428639796,1112829482,779957155,243553374,21088499,141371,29,3815613123,0,0
2251787471,967746548,1299536959,140673968,20787990,207487,375,3884906582,0,0
2091412050,1139205603,796676937,151113563,26752076,172358,1480,3655307650,0,0
2006091312,707346924,1064512520,179980270,14078130,138782,6605,4630138436,0,0
2137304332,1264705804,973711836,226312967,22889154,227923,109,4308145768,0,0
1972854027,995570642,987779276,176302028,19497548,195245,14214,4483874992,0,0
1978069135,804273993,801571045,229616451,16283148,285920,1229,3740416467,0,0
2480146405,1202409177,1405285297,179359142,28805975,166453,7436,3900583797,0,0
2031149550,956711087,1242520048,158777851,10730667,218087,0,2664550563,0,0
1421626953,968671685,892946163,225444484,19384221,169999,63,4123644643,0,0
1418699742,1098627943,1180336352,223757246,16522536,227719,6877,4495191414,0,0
2195344287,1189357196,783098798,181495650,16090540,219364,6,3034240009,0,0
2489651738,782274025,996424440,215722243,16305837,197058,470,3715657740,0,0
1912607863,1226629943,1334468208,167211994,15836089,207615,2,2920907366,0,0
2722567632,1021866411,1020363744,191311453,20455229,273621,10068,3930703255,0,0
2341832169,1009862351,1438298552,187426172,24629874,170802,418,3161251675,0,0
1978309333,1119189495,1156971977,171379552,23966197,194363,1447,3565869910,0,0
3020955541,1003469442,840412613,214646613,22063478,127335,975,3299542431,0,0
2697632145,810519326,1045541260,235341881,21460295,181147,118,4222727894,0,0
3271165044,656604081,1273316537,153376526,17976847,185370,509,4021022798,0,0
1973512551,1283426296,1003784901,198483987,23246472,128721,27,4157625899,0,0
2027192786,698303175,836618234,213980654,18629863,195324,0,2764127395,0,0
2490046943,753141249,908019005,208642810,17624832,186740,275,3358066311,124296135778,0
2475092417,1152186376,1311198387,178472191,23298735,234911,114,3580796128,0,0
2521304602,1496053357,1053545173,206804563,14291630,225276,3,3611627511,7912273230,0
2170677429,1071317091,555765925,177189229,23547161,176596,54,4730934827,0,0
2300133339,1020267917,900159247,188583124,17818958,186516,1639,4029052333,0,0
2399873442,948606121,695046296,157168777,14672263,199373,17,3689213061,0,0
2094198838,1061383534,470146474,189552767,17429284,209965,9,4052942697,0,0
1986377657,1183206312,1069052960,149317647,13749901,214333,2751,4000316207,0,0
1981474179,1050982363,821549614,203369989,19098170,184002,116,3509072401,0,0
1413924024,1068955312,965684780,270353217,19498376,195687,288,3994159598,0,0
2420926112,713705704,919276977,195862157,20559244,238296,1525,3426829911,44293751912,0
1674556264,1131456435,1269134334,236932223,22196599,211596,48,3414275413,0,0
2269493161,753456054,740142343,163502265,18708908,187123,4469,2592677934,0,0
1633480966,1066109712,876527096,227624894,20948273,179800,1821,5193904244,84706601232,1
2142386891,1108851696,862408356,197455059,25932341,179425,2364,3197464727,0,0
1756811926,1113838603,1271976828,227016361,15221503,183966,772,3347673829,0,0
2457233941,974468655,1061741524,194755019,21468184,252407,887,4249167560,0,0
2219623852,1082982862,808489117,263389062,20828218,151581,21,4019887416,0,0
2186952350,1249779794,676816355,251862417,14832814,223128,19,4276652962,0,0
2098202061,1203775341,635960890,252358729,22214310,190333,15,3934465209,0,0
2596755950,962131479,1024088055,240495206,21478969,250263,265,3312497742,0,0
2211120542,1067040243,954514710,183991706,14751861,172146,6926,4129567819,88300688945,0
1968717762,1247656143,1371980536,150320014,20987940,112413,582,2498865633,0,0
2231728290,928867193,864603974,217767478,20217423,244250,10630,3620074647,0,0
2223707943,1120387757,1051114944,177730697,22994676,175441,12647,3381256641,0,0
1609362661,632313576,1159626608,205238612,18953893,137080,254,4125993643,0,0
2237222378,1124449689,1008692614,155414969,13552187,184523,484,3740770504,66150862226,0
1366514568,855332578,1394418121,184434471,25569435,252002,156,3513911747,0,0
2356404333,1026763359,1308996309,199643871,12680787,153825,1012,3019957643,0,0
2168626870,1309928540,1232055971,171126686,22620868,232286,32,4257905941,0,0
1509471604,795504674,937259960,171304501,25666528,208609,9,4474288640,0,0
2109092037,1008167390,1023989275,189880193,14431875,183652,2044,3018258856,5014907306,0
1816451329,764699038,1200183810,239065649,16323906,269359,0,3510895291,0,0
2892083630,1056869118,805059582,166936855,28394467,181368,722,3339547074,0,0
2134188467,615765615,1078374095,182509745,23786678,154042,1601,3840253042,0,0
2313933149,602593978,984726479,207571912,24693565,142737,785,4446468348,0,0
2321472083,822492909,1183330615,185269975,22960892,182049,740,3721567625,0,0
1134914751,1237714085,793324050,241577166,21886078,191253,2870,4123388707,0,0
2020574454,944806202,993331681,143636758,26363247,244196,649,3357560585,0,0
1839945040,839691557,1226624902,246043200,18894881,206454,2306,4056067647,0,0
1711299926,1049554302,983349350,168185731,19172767,170858,17,4072506369,0,0
2248390269,1163035748,1075253272,170254424,21877994,202466,8706,3260689399,0,0
1543931063,1064424351,773250773,217661786,14260021,257224,29894,3681595353,0,0
2425301957,1118014095,1090156861,213242327,24760230,229829,47,2704591655,0,0
1952521082,962397057,654437519,219159111,26373920,189613,0,3626181326,0,0
2449608699,1168553583,989006196,170136952,18011310,216323,64,3897609282,0,0
1706323996,799926995,1213519920,179536382,13606496,242328,266,3834191667,0,0
2463093915,1058026734,1045824650,137299945,12284872,203437,2663,4549031875,0,0
2285106342,955140291,1071757993,228215173,24207239,152521,8997,3978803170,0,0
1843776292,1172044949,927574786,192507018,25085774,236824,602,2975901929,0,0
2059991704,1097976090,902460854,211658988,19692214,131634,6824,4095471599,0,0
2091178684,1414006227,1117476046,175360690,15381027,179957,1728,4451194235,0,0
2050729685,584081213,1103865416,158059459,24691788,208709,96,3359343343,0,0
2451074691,818612285,1076734435,210523914,19357302,189384,0,3700177581,0,0
1698192225,935124593,1124404591,219190607,20073571,163911,808,3724414313,0,0
1708926933,1085964586,1082999754,249794927,18221586,148212,8434,4551063042,0,0
1414141576,1098585767,954211266,227926216,20391727,238669,191,3808817210,0,0
1553401934,1038658210,953300203,200666297,21968057,213273,1114,3324958715,0,0
2264397368,1106986887,929047452,167919493,26490453,214688,2443,4097918913,81457827021,0
2370740369,721203045,1107869242,216936008,21641851,223959,744,3943556041,0,0
2160873135,626555404,1246474693,268415498,18182559,193353,1761,3818476351,0,0
2046412712,1082275550,1048860060,220221282,14595015,244747,11282,4299440403,0,0
2197237322,528323804,986471120,217514961,15325527,195444,9644,3397888079,0,0
1355934824,1088902898,914803096,189011305,14527508,237957,16,3735716789,0,0
1408599343,866873108,1058702978,238121260,23952213,297029,473,4898838284,0,0
2435347030,860234381,1015355074,185171721,25262293,248776,4017,3286545373,0,0
1279311849,888198900,1193713623,173346050,26097449,219644,4,3261547293,0,0
2450087720,1070979025,1077211225,259924503,23172649,176605,7098,4107691333,0,0
2444864671,990653816,1432688450,223212876,19916577,203413,1243,2911685091,0,0
2693897638,907851681,899095689,221227628,19020817,212003,174,2833882175,0,0
2030884781,1137444953,939315778,141672332,21211702,186860,11,3892654769,0,0
2038564388,1484999928,1043473493,144343238,13575791,206397,6370,3876416708,0,0
2085570683,1149129158,622251725,219983840,18673103,240364,3735,3916391193,0,0
2352880655,780437778,1023441740,229213734,19786855,157569,6786,4332001274,0,0
2379052596,941567769,1025061377,173751478,17659458,200842,91,3751435083,0,0
2147617508,842619365,1062977420,257873416,17643553,89097,1926,3822025298,5601313480,0
1408855082,921547361,1002424433,155380653,23282806,161116,77,4380408134,0,0
2293266569,894162879,1052572784,224386207,19484757,178307,1131,3772284672,0,0
1520558579,727512683,1039631550,232936589,16086085,203963,196,4533968290,10509871146,1
2034617933,789417021,773613720,177507802,18450599,196730,2305,3574699496,0,0
2258185415,668972783,1001461693,196048886,24887661,132309,17,3641779505,0,0
2093719086,860576343,936315583,196726436,25108913,257331,861,3449121480,0,0
1894252258,1247890323,1106744957,244872574,22364336,239406,5155,3902102424,0,0
1889059884,912663272,1129123730,224770325,20550424,130686,32,3831043170,100501008903,0
1925247600,1060254913,643392726,177749401,27963325,164108,0,5124185980,0,0
1591826128,1101096447,792458364,155593478,23221399,198365,2948,3952299900,0,0
1796785663,1124591057,863683774,153157595,17696899,202467,2008,3957225408,0,0
1961406540,570126321,988479223,180098130,22230578,223498,962,5136892009,0,0
2339718874,1124785068,681051036,265256046,23607622,207665,2415,3848130688,0,0
2535996259,1234244861,799944840,244646000,25015577,195168,651,3383528272,0,0
2387499342,732748671,1016146574,217493578,21792756,159382,29,2609815364,0,0
1986926095,884997581,641923471,236092910,18137631,154240,659,4101019889,0,0
1496631931,1301645854,1250752789,234988994,20597294,257506,1792,3454522213,88704445703,0
2428028166,1262084180,699928516,173130127,21230876,217911,3439,2994462666,0,0
1613782226,1077523300,1059495641,226401242,21355527,196067,1012,4159763244,0,0
2301613117,1250863993,790781509,205382445,17908684,237442,6,3401598008,0,0
2111032763,885329361,907481471,233328548,22547135,164713,2579,4396021499,0,0
2054070632,741153131,1436729786,215216670,26111557,194908,1849,4018252464,0,0
2284442878,974941906,1298200459,196046311,17413885,213929,272,3851974316,0,0
2399261079,718593397,1024558384,183982322,17877324,198089,1574,3461738013,0,0
2424582867,1200650978,1006855133,95160616,18164745,205329,370,4268506267,0,0
2182409199,724029184,631738064,226270235,18770091,242377,81,4470764405,37944612871,1
2284481087,1280211011,931540150,206901825,24443703,209153,2189,4421703693,0,0
1566255904,851120583,885981189,189521076,23651622,269873,855,3601484046,0,0
2111486636,814915590,868729973,197487086,15894666,136944,3200,3795112249,0,0
1447175807,1187888821,961437076,255617042,23162792,209600,6418,3037899485,0,0
1488391310,997867314,1320491431,164390005,16442110,138934,822,3931899454,0,0
1812366800,1048232427,947924132,218784642,20198328,164741,731,4086736287,0,0
2167098791,941679362,916746518,200106588,24877392,320212,4953,3375923813,12663455691,0
2601424712,1091695244,939062386,173523266,21805264,145964,754,2857573167,0,0
2086042574,816491213,1183655478,199156617,22971018,178579,114,3273402547,0,0
1273907400,1172414621,1532767739,235606582,15969808,230667,94,4001613510,0,0
1637360212,812901399,955415773,188938255,25082282,241703,93,3546296606,0,0
1284716273,1565187479,1293464249,235613893,17815531,217842,4717,4643427876,0,0
1912128775,1016461929,1080549819,175542689,19992226,230086,1895,3320890569,115421652823,0
2012827606,621773012,1087899800,184108988,12644566,183146,304,4034743707,0,0
2149897104,770762668,893544275,184474218,11985195,248040,59,2932675370,0,0
2023005540,1506443204,909515123,147225232,19327197,194301,959,3429062624,72443739835,0
1336037367,933640823,1215099092,316871154,19423734,220097,0,3891234173,0,0
1541679203,813375772,1140069974,251482832,17966777,263487,1503,3967304550,0,0
1579518617,944733354,1260903644,223264827,25722984,201251,290,3127486915,0,0
1857709650,1240725349,865421799,261855012,23044680,229864,6410,2916465178,0,0
2079376024,644865447,1154844637,155972556,19639308,243657,456,3858015113,0,0
1920982412,1036103214,1001187522,199538496,10862570,180020,8,4115812968,8856042941,0
1480024575,1235947048,1074608330,181657052,18903722,259134,76,3960548341,94265096852,0
1503698311,621052603,1157412365,176951897,14531374,192021,8,4445481168,0,0
2159682885,1326382491,1021970941,158701518,15181676,233118,888,3770575444,103617283179,0
2071249920,1095136666,974892576,207121764,14812279,203414,18,3509464487,3316991487,0
1784293954,866444627,1153490770,201670529,12212938,229828,2185,4754268881,0,0
2141599013,987267863,1111055685,294636732,25111580,269443,1437,3368757884,0,0
2054871638,930023438,932110999,221038117,19955210,174540,1216,3834945386,0,0
1658159776,1011014507,949433692,165412639,19503639,197966,7478,3456187102,0,0
1597450513,927169581,631175464,229991387,25011306,244441,6,4010827415,0,0
1729944904,682023119,821882996,248723091,18933302,231994,1718,4849179914,0,0
2324110489,902697262,1097225379,129525981,21408798,215400,1,4062974914,64324897756,0
2247837888,1228222747,878236135,209267215,22337869,184040,13,3517187794,0,0
2127868107,1112104896,1088663381,184271823,14002615,210390,429,3954857986,0,0
1694854794,904137806,852654215,215644188,22340193,297696,2,4470844683,0,0
2085863313,767449837,1158912410,136935412,20966522,159594,3134,3550389652,0,0
1995747639,636544765,1217474272,191335029,15597609,201169,9,3804349280,0,0
1781491313,1009713179,843041768,185260011,20809828,211132,247,3581782802,0,0
2114029668,774744276,1210912404,108972364,25991297,217798,174,3742370039,0,0
2254652566,899049302,1183806142,208104796,10749226,238624,661,4183344280,0,0
962962541,1144621241,706640079,243379117,24668894,227253,250,3835647606,0,0
1471614648,1039597115,1039679960,207100246,22517710,177630,426,4827331623,0,0
2355177065,859239874,1171438347,156804301,17092648,199861,2035,3090815037,0,0
1531533404,939985383,1361693988,184006439,21032184,218791,1724,4121206296,0,0
1659027406,1116364923,954877788,189598251,27082846,125217,129,3576291068,0,0
2568823098,831997647,995078741,129193253,26016588,199147,4,2851691504,0,0
1589092097,1214842094,929093075,252549594,18730444,229847,0,3957956159,0,0
1507773143,987609534,1184140381,221823725,19874363,270366,704,4073572314,0,0
2200845573,830675116,797289481,202014993,18578514,190446,18729,3620970038,0,0
1928898426,1192872279,1120659570,215521989,18769059,218277,2,3915925989,0,0
2425426359,657150853,756046337,253278183,21847074,232061,26,3788229020,0,0
2467044444,941131815,769411824,289080164,23098908,236860,686,3573069291,0,0
2813144828,1614172446,744255916,233808486,21419253,224602,2824,3458614172,0,0
1737950509,871371490,899605884,205689885,22640671,275462,6317,3620260728,10181218066,0
950260190,799002393,1078614744,190069313,25086182,201560,832,3783137905,0,0
1532477586,1331737825,1539463253,238453210,16713222,211108,747,3548338208,0,0
2040724525,1189942894,1147803807,187069678,16968345,156109,8905,4231059109,0,0
2113896716,1237948173,1044320404,264278362,17704074,200824,42,3299302761,0,0
3043990690,838749018,1163117502,143348172,21699364,237404,3350,3831804337,0,0
2233407088,639199336,918409430,216347441,14092108,211314,1,4045348764,0,0
1741916400,1102646469,991054926,203197177,21058753,138821,3384,3512998490,0,0
1987401262,868817492,533309533,198389546,21438092,203093,0,4203432771,131487047086,1
2181305631,1051742521,813148764,205287022,16095897,214783,2,4194980230,108594488672,0
1396311239,920780703,1100751414,156801376,25332537,235974,588,4251712905,9256103463,1
2150725138,774775009,1099089571,219875933,14993332,220399,0,3673066742,0,0
1676105176,1445977257,1285300185,184216918,25290958,137695,1827,3671038855,0,0
2542067540,1163358699,1257415398,186722487,18017420,196353,473,3680699123,0,0
1989117879,1109365716,1663465669,178338421,8163483,175923,1014,3455668311,0,0
2344440546,1193569138,1140810410,230327510,21060531,199435,286,4505613835,11295616034,0
1903368766,848744161,1116004397,235675324,17441600,203014,5634,3343922237,0,0
1800736277,705541616,768578669,274963217,16774130,186472,0,3489520387,116120268223,0
2967682339,1015868321,754911873,181656180,24307967,223388,4,3903367294,0,0
2383462529,968110662,988006888,198537376,14299556,162471,776,3395631136,0,0
1576309042,862679937,922482018,166815047,19480382,170671,13701,4058568473,0,0
1498537103,825707296,988279638,163070793,18160426,240980,1648,3314411688,0,0
2516434861,727260792,1134514774,195642515,15627490,196374,61,4025437336,0,0
2182935786,1240934457,1076820970,241683917,17795465,124038,69,3601474289,0,0
1518581889,855758021,1209932698,188448571,13599774,108919,707,4009932853,0,0
2259609511,1160701683,711715853,274579062,25425356,239752,4919,4253245479,0,0
1924929302,752410317,907982302,205960799,27552881,168858,320,3998097479,0,0
1980357021,1181986596,1114717286,186359075,18832346,226025,64,4605398206,0,0
1885776765,1201080103,977283776,233487368,25865258,239101,39,4860789784,0,0
2660986067,1336656006,881867243,187878209,16707984,233135,3232,3719014197,0,0
2719241813,1265249992,908102779,229453374,20968011,180364,924,3012779595,85900270920,0
1956361286,1103308396,866616274,189708156,22089621,278156,18,3873917922,0,0
1651307603,1316038701,1350565703,215833104,22512224,203283,11002,4003554681,0,0
1383040769,1442957109,1258860827,214774766,18754744,255031,228,3820027213,0,0
2109554727,1250310113,891090678,146028386,20774775,208952,2,3719948808,0,0
2364780867,1012704718,1153045217,218266807,20584499,206542,2,3513128714,0,0
1297557260,1034849607,1141246429,156019206,27381445,195934,31253,4215837971,0,0
1909936631,687664934,1230877408,196004268,18840312,207638,401,3602786098,0,0
2162711323,1318086187,866162198,164233722,15556331,248679,1288,3489940483,0,0
2015633333,1187092213,857708513,270241174,23404508,147392,1676,3276570766,0,0
1973403268,1100823209,1324301867,224152777,20884821,236123,351,3703312360,0,0
2142997369,1152408799,879696186,243389549,21425919,174888,892,4098749534,0,0
2604176377,978893070,923370395,220573556,19330581,154994,10,2443184338,0,0
1833734473,1039538156,650046238,209668329,24529912,199777,14097,3545309859,0,0
2292980806,862738932,453829973,95257401,22574690,202063,38,3216092245,0,0
1510939389,1546389259,1000050492,240394851,11844292,165043,1000,3888385331,0,0
2223729745,1255787610,700126777,229026606,24642757,225637,2759,2917569053,94353987706,0
2083449434,1277778664,1040654447,192067600,25894050,211895,6,3408214934,0,0
2098316948,1210779629,1121878391,269210706,21170901,209096,262,3971859616,0,0
1585697104,1462611793,945141842,251230886,16725274,149215,0,4057203360,0,0
2614326806,496758703,696865716,226445006,19364961,292418,408,3616096829,0,0
1807831832,976416717,1373029320,196155350,18932777,213234,1239,3729720248,0,0
1329347619,1127492555,1038570893,269094104,19084533,190449,130,3935376323,10893835582,1
2432996580,1095124073,936223859,226100199,25106164,218112,669,4566320147,0,0
2375936713,1123382759,1179475650,218030934,29071101,107785,319,3255983783,0,0
2549215264,1411926313,818579859,192111796,25023889,216453,47,4132895811,0,0
2054851972,1395426471,625693404,226941271,25946810,153308,627,3416959997,43245058056,0
2743082723,1218524528,798180772,193098984,24559208,240295,770,3510404650,0,0
1476380978,1054494859,1267067653,178358043,26297040,231936,3690,3987321839,0,0
1394995276,895011321,1226992763,149446848,20813502,239729,579,4212455766,0,0
2082029175,1189113384,1313552739,233831179,28776210,262682,244,4223484277,0,0
1792869489,792103721,1044656549,163524193,13887865,173656,175,3386094633,0,0
1929242800,952174438,966287661,162345520,19666573,171695,661,3022386437,0,0
1695122087,1292498752,1479585947,202817958,19865386,207143,7826,3084989826,103295772552,0
1612856456,648125200,1097771272,172493141,8417682,255946,386,3394827046,0,0
2115006399,1182555184,1384443762,257302624,18369755,216178,317,3019626912,0,0
2358242240,1071631756,1061686707,237632496,22959231,235432,772,3396486439,0,0
2285791977,728863648,1323112713,220553883,17983968,243057,141,3011266429,0,0
1631452687,1010205872,1088412560,217375692,18871470,236538,1961,3247109017,0,0
2525859208,1176115303,1051226487,234686099,15772447,172420,2067,3903212471,0,0
1881093874,1100165740,832777022,160643262,19274223,219207,35,3875358510,0,0
1927440035,1248413125,944569584,234677835,19593888,207158,1,4234662606,0,0
1386929845,1223042083,733412598,214861278,17846999,244558,6447,2984690608,0,0
1580290354,973071933,1086568326,233047323,21523472,175847,281,3661074866,0,0
1881771232,1296245503,831196989,159516360,15622811,105915,190,3866481009,0,0
1167251002,1057012768,803740598,113116023,21472631,214387,1141,3345961550,0,0
1624055786,849371287,1018925758,206958646,16207418,155735,2516,4077881849,0,0
2377656343,873865867,843919995,241790959,26626413,219574,32850,4341467053,0,0
2194260520,673077139,1274687425,258887888,26282204,233801,2464,3798536664,0,0
2312719660,1050983406,701139262,229552311,24951618,225050,588,3997255500,0,0
1910578033,1208560825,1014855346,265926868,15335135,165267,1330,3784942087,0,0
2166162348,880855904,1222199195,216951353,21192999,122793,1246,4264690957,0,0
1973046311,1182549098,769216115,198983072,18070923,193781,218,3939932339,0,0
1504481955,989435201,853167740,159733163,18890731,155616,37594,4472865691,53729982810,1
1626003840,996235277,600393819,194693921,18074740,187955,8494,3928574846,0,0
2028568419,1116330572,1082070424,167947801,13050164,207441,50,3249620747,0,0
2154557679,1163724844,937494436,249499499,18567297,164308,13,3465859041,0,0
2027809492,1071213484,935235307,196842551,25311855,147936,21432,3814180428,0,0
2249765900,770105635,777605741,175156782,20067462,182480,259,3594537988,0,0
2158554670,1054117316,681895109,167436731,23406898,128227,12,2792651217,0,0
1430947082,1135093548,1274146917,236980025,23968774,192631,553,4151282693,0,0
1629666980,859125452,1017370642,236664622,20495651,203876,1388,3777335584,0,0
1960644125,956337971,925204569,195172499,14443598,246953,13861,3695095880,0,0
2302441151,843497999,1122853961,183917061,16293822,163242,8,3497361494,0,0
2362848082,482448431,1061645239,212051159,20619739,233146,1166,3439949999,0,0
2249800765,1303268661,989515458,167761529,22658171,170223,726,4658067134,0,0
1134224086,1374216152,653665729,138425145,23674662,222236,1149,4101819754,0,0
2236126446,1200403586,1158403697,198809036,24079521,247237,1860,4068586319,0,0
1858500419,894185569,988871008,215313262,19781419,183963,1,4326868199,0,0
2061628218,1036905532,1392606800,221645705,15483234,191851,411,4046678035,0,0
1587128316,870492502,827778476,272950940,17766506,106742,739,2802367459,0,0
2003584330,926383845,711331599,267593499,22142029,167389,673,4390192980,0,0
3082055132,993456720,872419806,210886937,16502249,157677,198,3446790088,0,0
2428465631,887360664,1397732772,146540605,19116842,172314,4015,3443272892,0,0
1853547273,1188561469,1224722818,228937225,24279541,121212,60,3579934998,0,0
2287255896,1189115076,936383734,224156844,17156496,134646,616,3834551067,0,0
1465987769,1078754224,680531727,152700711,26686803,220360,1929,4471116398,0,0
2473876110,1136329656,784021551,228182088,20699237,207001,654,3482448250,0,0
2182720267,1103769454,1325194997,198912523,20948546,230858,5884,4123595040,102435576615,0
2119706098,989319347,949828523,274541928,18909017,181361,4452,3351098570,78487662368,0
1992458322,1005179990,1172814962,203839376,11265685,187389,1295,4096881655,0,0
1622480361,1068566630,1069340056,194896847,15817649,154753,826,3276900966,0,0
2183031127,983347047,935140318,253447773,13640792,233107,683,3639319358,0,0
1633152118,1252034413,1208120019,204559300,20218162,231067,3086,3335797612,0,0
2006370895,1065800835,1070051544,184962008,18433344,172316,1057,4630739226,0,0
1609542759,880152049,1295270758,216026053,11263082,306079,341,2871314478,0,0
2642205654,1215231397,1311373326,253896296,15797883,215813,10995,3604110940,0,0
1548092387,968294627,941550447,171742971,24225348,238910,511,3873046249,0,0
1977744271,959301748,1153369309,215956948,16584887,213866,30,4103776323,53518643628,0
2498782129,1074280236,830086862,243667508,19398735,202952,3258,4050250430,0,0
1346095877,1100250174,719975893,164404262,20824096,221993,0,3201738043,3511251844,0
1340806891,803873795,689994108,182044454,17584693,166017,24,3711822521,7381765886,1
1707739699,1131934545,1417615194,212725677,17388337,204410,553,3635996024,0,0
2175635001,1003330317,976002104,187743738,15520594,212466,20282,3550916128,0,0
1900205041,964041302,990193475,152599279,18596733,221909,1251,3894527352,0,0
1987190616,1354466635,1254628465,136515396,22610652,179050,11255,4603042504,13712611584,0
2623289426,1161653049,921973111,228805492,19861761,228817,17,3581144512,127443186875,0
2156574249,789111389,1010120131,245416964,19487613,218793,625,4037262659,0,0
2398750187,1057737808,921548195,156536192,24523918,164353,1509,3974153919,0,0
1755920697,1092279855,913705464,157534302,19038704,206960,414,2095078335,0,0
1841990090,1077305364,1149597821,213110557,16583075,168894,695,4027538776,0,0
2410884169,912668522,1126688958,128677322,20558685,210951,155,3644761601,0,0
2053060498,869861444,880385327,214800250,16991294,209718,1,3918414663,0,0
1360928545,1044384895,1275763195,259862602,23582152,209563,9,2649530530,0,0
1782451411,900546033,687643680,199042117,20647800,212454,119,2635146717,0,0
2168084513,1109194993,1196152891,181809808,17817969,198790,1424,4143100267,0,0
1852300204,947207196,881202836,223715521,17367624,178851,478,3217333739,0,0
