year,num_stars,num_planets,num_habitable_planets,num_life,num_complex_life,num_intelligent_life,num_cultural_life,N,N_extinct
5393000000,90592342233.97522,36236936893.59004,29822525560.555676,24996616615.641884,14282785702.777538,6972912632.546021,433479773.88039345,62727138.6421181,120037519963.9767
5394000000,90594942134.27544,36237976853.71013,29825732766.22219,25000888815.67389,14286046150.454107,6974576329.210032,433583258.3142632,62742120.145435266,120100247102.61882
5395000000,90597540751.76373,36239016300.70545,29828938888.265934,25005159872.84495,14289305918.244932,6976239692.774365,433686722.03962255,62757098.65199529,120162989222.76425
5396000000,90600138087.10646,36240055234.842545,29832143926.972153,25009429787.23618,14292565006.040945,6977902723.17123,433790165.0522453,62772074.16118522,120225746321.41624
5397000000,90602734140.96956,36241093656.38779,29835347882.626087,25013698558.928875,14295823413.73333,6979565420.332971,433893587.3479137,62787046.67239335,120288518395.57742
5398000000,90605328914.01855,36242131565.60738,29838550755.512966,25017966188.004547,14299081141.213512,6981227784.1920595,433996988.922418,62802016.185009226,120351305442.24982
5399000000,90607922406.91855,36243168962.76738,29841752545.918015,25022232674.544903,14302338188.373165,6982889814.681102,434100369.7715565,62816982.69842344,120414107458.43483
5400000000,90610514620.33424,36244205848.13366,29844953254.12644,25026498018.631847,14305594555.104206,6984551511.732834,434203729.8911361,62831946.212027855,120476924441.13326
5401000000,90613105554.9299,36245242221.971924,29848152880.423443,25030762220.34749,14308850241.298794,6986212875.280123,434307069.27697146,62846906.72521554,120539756387.34528
5402000000,90615695211.3694,36246278084.54773,29851351425.094215,25035025279.77413,14312105246.849337,6987873905.255965,434410387.9248854,62861864.23738065,120602603294.0705
5403000000,90618283590.3162,36247313436.12645,29854548888.423943,25039287196.994286,14315359571.648485,6989534601.5934925,434513685.83070916,62876818.74791862,120665465158.30788
5404000000,90620870692.43333,36248348276.973305,29857745270.697792,25043547972.09066,14318613215.589132,6991194964.225964,434616962.990282,62891770.256225996,120728341977.0558
5405000000,90623456518.38342,36249382607.35334,29860940572.20093,25047807605.14616,14321866178.564417,6992854993.08677,434720219.39945114,62906718.761700526,120791233747.31203
5406000000,90626041068.82869,36250416427.53145,29864134793.218506,25052066096.24389,14325118460.467722,6994514688.109433,434823455.0540722,62921664.26374111,120854140466.07373
5407000000,90628624344.43094,36251449737.77235,29867327934.035664,25056323445.46715,14328370061.192675,6996174049.227605,434926669.9500089,62936606.76174789,120917062130.33748
5408000000,90631206345.85156,36252482538.3406,29870519994.93753,25060579652.899452,14331620980.633144,6997833076.375068,435029864.08313286,62951546.255122155,120979998737.09923
5409000000,90633787073.75154,36253514829.50059,29873710976.209232,25064834718.624493,14334871218.683243,6999491769.485736,435133037.449324,62966482.743266344,121042950283.35435
5410000000,90636366528.79143,36254546611.51654,29876900878.13588,25069088642.726177,14338120775.237328,7001150128.493652,435236190.0444704,62981416.2255841,121105916766.09763
5411000000,90638944711.6314,36255577884.65253,29880089701.00257,25073341425.288597,14341369650.189997,7002808153.332991,435339321.86446804,62996346.70148019,121168898182.32321
